AUS,7.405616283,1508340000000.0,22920000.0,101.025,5.225,
AUT,7.470512867,271545000000.00003,8466000.0,116.34,4.375,
VEN,6.579789162,61409000000.0,29517000.0,288.8,7.823,
KEN,4.405310154,1583210000000.0,43178000.0,245.046,,
LAO,4.703749657,36713540000000.0,6646000.0,213.891,,
TUR,5.271944046,117675000000.0,74885000.0,206.835,9.208,
ALB,5.867421627,673420000000.0,2816000.0,112.986,13.0,
ITA,6.057086468,1391020000000.0,59394000.0,117.525,10.675,
TUN,4.87648201,52967000000.0,10778000.0,133.523,17.6,
RUS,5.388766289,42890200000000.0,143000000.0,1060.91,5.5,
MEX,6.909515381,13263600000000.0,117055000.0,105.202,4.958,
BRA,7.037816525,1153880000000.0,196526000.0,23066633284567.2,5.483,
CIV,-1.0,8648379999999.999,23368000.0,141.435,,
MKD,4.898180008,360323000000.0,2065999.9999999998,108.159,31.3,
USA,7.115138531,15470730000000.0,314154000.0,229.599,8.075,
SWE,7.382232189,3549710000000.0,9556000.0,100.0,7.967,
AZE,4.680469513,21754000000.0,9235000.0,255.855,6.048,
GNB,-1.0,363537000000.0,1579000.0,106.594,,
CAN,7.426053524,1661560000000.0,34702000.0,121.667,7.308,
KOR,6.946599007,1104214700000000.0,50004000.0,106.283,3.225,
SVK,5.945048332,64974999999.99999,5404000.0,121.158,13.967,
CYP,6.689608574,14806000000.0,872000.0,119.523,11.9,
BIH,4.994670868,24813000000.0,3884000.0,143.247,28.0,
SGP,6.561041832,311884000000.0,5312000.0,113.141,1.95,
UZB,5.738744259,837142000000.0,29746000.0,2647.86,,
POL,5.646204948,1318910000000.0,38538000.0,167.56,10.088,
KWT,6.377699375,20438000000.0,3785000.0,156.845,2.072,
GAB,4.255400658,4803560000000.0,1541000.0,117.147,,
EST,5.486819744,12725000000.0,1294000.0,139.022,10.023,
ESP,6.518249035,1027359999999.9999,46766000.0,119.182,25.0,
IRQ,4.725366116,70201300000000.0,33703000.0,140.108,,
SLV,4.741294861,9456000000.0,6300000.0,108.117,5.572,
MLI,4.666832924,1763210000000.0,16344999.999999998,143.885,,
LVA,4.966811657,14165000000.0,2041999.9999999998,147.017,15.048,
IRN,4.767507076,525255000000000.0,76117000.0,130.511,12.2,
SSD,-1.0,18640000000.0,10386000.0,158.926,,
SLE,4.501643658,8434110000000.001,5979000.0,1690.42,,
NZL,7.190638065,147127000000.0,4440000.0,136.528,6.875,
JPN,6.262793541,517424800000000.0,127611000.0,99.687,4.342,
KGZ,4.921049118,33039000000.0,5588000.0,244.137,7.738,
ARE,7.118701458,1025619999999.9999,8768000.0,246.648,,
ARG,6.775805473,468301000000.0,41028000.0,322.017,7.2,
SDN,4.314456463,98584000000.0,33509999.999999996,229.975,10.832,
BHR,4.82397604,10207000000.0,1151000.0,114.717,3.9,
ARM,4.260491371,3039690000000.0,3281000.0,248.195,19.0,
